distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second,store_forward,vendor
0.89,40.7413826,-73.98545074,1,40.73209763,-73.9885025,3,1,14,10,42,12,3,1,14,10,50,5,0,2
1.7,40.77072525,-73.96686554,1,40.78801346,-73.97557068,4,1,8,19,48,37,4,1,8,19,55,45,0,1
0.3,40.75179291,-73.97634125,4,40.75118637,-73.97694397,6,1,17,10,35,51,6,1,17,10,44,18,0,1
1.43,40.71812439,-73.98931122,5,40.7305336,-73.98046875,5,1,16,0,6,49,5,1,16,0,25,1,0,2
1.78,40.76257324,-73.98641968,2,40.76206207,-73.96600342,0,1,18,0,1,42,0,1,18,0,11,58,0,2
1.7,40.74176025,-73.98942566,4,40.76285553,-73.98242188,5,1,9,10,27,53,5,1,9,10,40,25,0,1
7.75,40.76248169,-73.96848297,6,40.69326019,-73.98326111,2,1,13,8,3,33,2,1,13,8,41,13,0,2
0.79,40.73590851,-73.98240662,2,40.74198914,-73.99347687,2,1,27,16,54,14,2,1,27,17,3,48,0,2
2.19,40.75688171,-73.99849701,1,40.75831985,-73.9688797,0,1,4,22,42,55,0,1,4,22,54,26,0,2
6.04,40.70264053,-74.01233673,1,40.75934982,-73.97709656,2,1,13,12,43,26,2,1,13,13,0,25,0,2
1.22,40.7578392,-73.99106598,1,40.75180817,-73.97083282,6,1,24,20,7,15,6,1,24,20,15,11,0,2
3.59,40.7721405,-73.96517181,1,40.74191284,-74.00095367,5,1,2,16,7,32,5,1,2,16,28,38,0,2
1.8,40.78901291,-73.96661377,1,40.7675972,-73.983078,2,1,6,14,30,51,2,1,6,14,42,10,0,1
2,40.7195282,-73.99958038,1,40.74149323,-73.98720551,1,1,26,0,1,4,1,1,26,0,13,11,0,1
12.25,40.72646713,-73.97712708,3,40.76985168,-73.86423492,0,1,4,21,58,15,0,1,4,22,19,23,0,2
3.12,40.76819992,-73.98306274,6,40.77545929,-73.94760895,4,1,8,8,27,16,4,1,8,8,51,47,0,2
1.8,40.73666,-74.00097656,1,40.74536896,-73.98230743,3,1,7,18,56,24,3,1,7,19,9,5,0,2
1.7,40.75939178,-73.99204254,1,40.74024582,-73.99481201,1,1,19,15,25,46,1,1,19,15,40,57,0,1
1.8,40.76878738,-73.95629883,1,40.75526428,-73.97616577,2,1,13,20,14,42,2,1,13,20,26,13,0,1
0.9,40.75960922,-73.98826599,1,40.76082993,-73.99804688,4,1,1,2,24,14,4,1,1,2,38,1,0,1
1.5,40.77500153,-73.96272278,2,40.75836563,-73.96264648,2,1,13,7,56,11,2,1,13,8,7,42,0,1
0.84,40.76926041,-73.98188782,1,40.77920914,-73.98713684,0,1,25,9,28,43,0,1,25,9,35,11,0,2
1.39,40.73974609,-73.98529816,5,40.75127029,-73.99411011,3,1,21,20,39,1,3,1,21,20,49,29,0,2
1.74,40.71467209,-74.00730896,3,40.73118973,-74.00128937,5,1,9,21,28,3,5,1,9,21,38,3,0,2
8.63,40.81155014,-73.94081879,1,40.72787857,-73.98944855,6,1,17,4,23,19,6,1,17,4,48,16,0,2
6.59,40.81615067,-73.95774078,1,40.74617004,-73.98641968,2,1,13,20,42,17,2,1,13,21,1,15,0,2
1,40.76159668,-73.98423767,2,40.7510643,-73.99407959,5,1,30,18,52,56,5,1,30,19,0,57,0,1
1.47,40.75095367,-73.99430847,1,40.73671341,-73.98894501,6,1,24,11,43,44,6,1,24,11,52,46,0,2
1.46,40.75227737,-73.99012756,1,40.73900604,-74.00653839,6,1,10,9,36,54,6,1,10,9,45,57,0,2
1.39,40.77586365,-73.98691559,1,40.76741791,-73.96438599,0,1,11,10,0,36,0,1,11,10,11,28,0,2
0.6,40.76592255,-73.96552277,1,40.77462006,-73.95926666,3,1,21,21,53,37,3,1,21,21,58,24,0,1
1.12,40.76138306,-73.96379852,6,40.75868607,-73.9750824,4,1,1,10,46,49,4,1,1,10,52,6,0,2
3.5,40.73912048,-73.9912262,1,40.77746964,-73.98643494,1,1,19,9,44,19,1,1,19,10,5,3,0,1
3.79,40.76073456,-73.99913788,1,40.71330643,-74.00908661,1,1,12,12,14,29,1,1,12,12,34,0,0,2
0.8,40.75860977,-74.00017548,2,40.75774765,-73.98867035,1,1,19,8,15,46,1,1,19,8,22,43,0,1
2.5,40.80030823,-73.96746826,2,40.7728157,-73.9897995,3,1,7,22,31,6,3,1,7,22,40,44,0,1
3.77,40.80426407,-73.96286774,1,40.76512527,-73.96450806,4,1,8,7,44,27,4,1,8,8,14,4,0,2
3.9,40.76380157,-73.99243164,1,40.71564865,-74.01472473,3,1,28,9,4,5,3,1,28,9,36,39,0,1
0.62,40.82009125,-73.95980835,1,40.82351685,-73.95270538,4,1,22,9,17,7,4,1,22,9,19,38,0,2
2.32,40.78775024,-73.95583344,2,40.77043152,-73.98025513,6,1,24,18,41,15,6,1,24,18,54,0,0,2
0.46,40.78512955,-73.94943237,2,40.77909088,-73.95394135,3,1,14,10,54,46,3,1,14,10,56,57,0,2
1.2,40.75753021,-74.00031281,2,40.75352478,-73.98061371,3,1,7,18,35,36,3,1,7,18,46,48,0,1
0.8,40.75540924,-73.96579742,6,40.75008011,-73.97521973,5,1,30,23,27,18,5,1,30,23,32,54,0,2
0.95,40.77061081,-73.95475006,3,40.77685165,-73.95957184,2,1,6,17,18,23,2,1,6,17,28,9,0,2
2.76,40.73463821,-73.99027252,1,40.76375198,-73.98875427,6,1,3,4,16,53,6,1,3,4,24,16,0,2
2.3,40.78384018,-73.95035553,1,40.78052521,-73.98014069,2,1,13,21,12,47,2,1,13,21,23,57,0,1
0.7,40.76429367,-73.97637939,1,40.758255,-73.97544098,5,1,16,21,44,46,5,1,16,21,49,11,0,1
0.9,40.75130081,-73.98166656,1,40.74328995,-73.97283173,1,1,19,20,5,35,1,1,19,20,13,10,0,1
6.37,40.81518173,-73.91925812,1,40.74123001,-73.97530365,4,1,29,2,9,39,4,1,29,2,21,16,0,2
3.88,40.71572113,-73.94029236,1,40.71929932,-73.99738312,1,1,19,22,10,17,1,1,19,22,21,31,0,2
1.33,40.76214218,-73.99577332,1,40.7683754,-73.98159027,3,1,14,14,22,20,3,1,14,14,30,6,0,2
12.3,40.66281509,-73.80379486,2,40.74534988,-73.93387604,5,1,9,13,1,0,5,1,9,13,21,26,0,1
1.2,40.75906372,-73.98122406,1,40.7532692,-73.97925568,3,1,28,13,53,41,3,1,28,14,8,50,0,1
1.6,40.7515564,-73.97949219,1,40.7675209,-73.98336792,3,1,28,12,57,30,3,1,28,13,21,2,0,2
2.1,40.75007629,-73.98047638,1,40.73194885,-74.00348663,1,1,19,22,12,21,1,1,19,22,20,40,0,1
3.2,40.74455643,-73.99142456,5,40.71956253,-73.9911499,3,1,21,21,56,51,3,1,21,22,15,2,0,2
6.2,40.80748367,-73.94927979,1,40.73849106,-73.99163055,1,1,19,23,11,38,1,1,19,23,41,59,0,1
2.05,40.72665024,-73.98331451,1,40.74726105,-73.98563385,6,1,17,23,16,36,6,1,17,23,23,36,0,2
1.5,40.71979141,-73.97901917,1,40.7353096,-73.98260498,2,1,27,19,19,53,2,1,27,19,30,8,0,1
0.6,40.74108887,-73.99961853,1,40.74071121,-73.98942566,2,1,13,18,55,20,2,1,13,19,1,31,0,1
1.42,40.76018143,-73.98744965,1,40.74951172,-73.97750092,4,1,1,0,54,38,4,1,1,1,14,18,0,2
0.6,40.72247696,-73.9932251,1,40.71770859,-74.00038147,2,1,27,16,14,5,2,1,27,16,21,22,0,1
5.23,40.79324722,-73.94073486,1,40.72971344,-73.98978424,1,1,5,3,53,16,1,1,5,4,6,27,0,2
1.5,40.77233887,-73.96711731,1,40.75770187,-73.96347046,6,1,24,9,58,22,6,1,24,10,6,7,0,1
1.78,40.73074341,-73.99274445,2,40.74915314,-73.99556732,0,1,11,8,30,15,0,1,11,8,38,54,0,2
0.9,40.75629044,-73.98780823,2,40.76430893,-73.99600983,0,1,25,19,41,58,0,1,25,19,48,33,0,1
18,40.64698029,-73.7897644,1,40.7976532,-73.95110321,4,1,1,17,28,35,4,1,1,18,0,0,1,1
3.2,40.74996948,-73.98044586,1,40.72112656,-74.00844574,3,1,7,10,4,0,3,1,7,10,25,43,0,1
0.82,40.76601791,-73.98703766,1,40.77628326,-73.97959137,1,1,19,12,24,49,1,1,19,12,31,8,0,2
0.29,40.85373306,-73.83078003,1,40.85318756,-73.8272934,6,1,3,21,23,28,6,1,3,21,25,38,0,2
4.9,40.79844284,-73.97299957,1,40.74386978,-74.00279999,3,1,28,14,31,42,3,1,28,15,1,4,0,1
10,40.7800293,-73.98277283,1,40.77370453,-73.87068176,3,1,14,17,0,43,3,1,14,17,40,18,0,1
2.12,40.75232697,-73.96975708,1,40.77242279,-73.9825058,4,1,29,22,43,35,4,1,29,22,55,1,0,2
2.62,40.73827362,-74.00382233,1,40.73052597,-73.98311615,6,1,17,0,40,30,6,1,17,0,54,37,0,2
0.46,40.78548813,-73.94983673,1,40.77959061,-73.95337677,3,1,21,10,20,37,3,1,21,10,22,51,0,2
20.73,40.6291008,-74.0251236,1,40.64532089,-73.77669525,4,1,1,23,49,50,5,1,2,0,21,8,0,2
5.8,40.73704147,-73.93313599,1,40.79376984,-73.97068024,3,1,7,6,1,48,3,1,7,6,24,54,0,1
3.9,40.80330276,-73.93482971,1,40.75875473,-73.97149658,3,1,7,17,34,41,3,1,7,18,0,35,0,1
2.8,40.75113297,-73.99032593,1,40.78411102,-73.9776535,5,1,2,18,13,59,5,1,2,18,37,48,0,1
0.75,40.74123001,-73.97911835,1,40.74562073,-73.99073792,4,1,22,8,2,37,4,1,22,8,10,6,0,2
4.99,40.70956039,-74.01491547,1,40.73264313,-73.98543549,6,1,17,3,46,1,6,1,17,4,1,30,0,2
4.3,40.7792244,-73.96116638,1,40.72511292,-73.99510193,0,1,4,13,6,52,0,1,4,13,30,46,0,1
1.1,40.74435043,-73.9807663,1,40.73118973,-73.98260498,4,1,29,8,56,17,4,1,29,9,6,9,0,1
2.2,40.7543869,-73.96578979,1,40.73074341,-73.98097229,1,1,19,16,27,38,1,1,19,16,39,15,0,1
0.4,40.72925568,-73.97814178,2,40.7249794,-73.9750824,6,1,3,8,17,54,6,1,3,8,19,57,0,1
4.38,40.74695969,-73.98695374,2,40.71007919,-74.01409149,4,1,1,11,43,6,4,1,1,11,56,40,0,2
1.06,40.75120163,-73.98107147,1,40.75559998,-73.96801758,3,1,28,20,49,34,3,1,28,20,56,40,0,2
7.9,40.68487167,-73.91252136,1,40.73711777,-73.99690247,3,1,7,12,50,46,3,1,7,13,30,51,0,1
1.34,40.72188187,-74.00408936,1,40.73080063,-74.00273132,6,1,17,23,48,57,6,1,17,23,53,59,0,2
3.79,40.7640419,-73.97322845,5,40.81018829,-73.93961334,6,1,10,7,39,54,6,1,10,7,49,42,0,2
1.2,40.7653656,-73.97540283,1,40.756073,-73.99041748,3,1,14,10,57,57,3,1,14,11,5,19,0,1
1.11,40.77486038,-73.9912796,6,40.78321838,-73.97982788,6,1,10,20,49,16,6,1,10,20,55,5,0,2
2.8,40.82986832,-73.94189453,2,40.79804611,-73.96743774,6,1,3,19,49,20,6,1,3,20,1,30,0,1
0.08,40.73662186,-73.99726868,1,40.73600006,-73.99790955,0,1,18,20,3,14,0,1,18,20,3,29,0,2
4.15,40.74526978,-73.98700714,1,40.7689209,-73.95886993,3,1,14,9,1,3,3,1,14,9,42,14,0,2
0.92,40.75561905,-74.00219727,1,40.76031113,-73.99104309,6,1,10,14,49,39,6,1,10,14,53,49,0,2
1,40.78580856,-73.95065308,1,40.7759819,-73.94692993,3,1,7,17,42,45,3,1,7,17,48,43,0,2
4.02,40.73226929,-73.99162292,1,40.78321838,-73.95503998,1,1,12,11,15,14,1,1,12,11,47,15,0,2
2.01,40.73500824,-74.00012207,1,40.75670624,-73.99749756,4,1,22,21,29,40,4,1,22,21,40,55,0,2
5,40.66624069,-73.98551178,1,40.72155762,-73.98371124,6,1,10,0,28,9,6,1,10,0,48,22,0,1
1.56,40.77494812,-73.98876953,1,40.79104996,-73.97290802,0,1,4,16,39,30,0,1,4,16,50,35,0,2
8.39,40.77322006,-73.88555145,1,40.75386047,-73.98188782,4,1,29,14,7,23,4,1,29,14,31,41,0,2
1.2,40.76478958,-73.97045898,6,40.75056839,-73.98285675,3,1,28,13,1,19,3,1,28,13,18,31,0,2
1.39,40.75521851,-73.99494934,5,40.75054169,-73.97447968,2,1,20,21,41,1,2,1,20,21,49,19,0,2
2.38,40.7427597,-73.98238373,1,40.76842117,-73.98190308,4,1,15,21,26,34,4,1,15,21,41,5,0,2
0.79,40.76187515,-73.96636963,5,40.76879501,-73.96750641,2,1,13,10,56,51,2,1,13,11,11,11,0,2
1.43,40.75138092,-73.99398041,1,40.73805618,-73.98794556,0,1,4,15,14,58,0,1,4,15,28,38,0,2
1.7,40.78090668,-73.98010254,1,40.76029205,-73.99517059,5,1,16,20,12,12,5,1,16,20,17,27,0,1
3,40.73704147,-73.97499847,1,40.77318192,-73.94844055,1,1,5,7,30,42,1,1,5,7,37,16,0,1
0.6,40.77953339,-73.95579529,1,40.77812958,-73.945755,1,1,12,11,21,9,1,1,12,11,24,8,0,1
2.15,40.73392868,-73.98003387,1,40.71925735,-74.00196075,3,1,28,17,14,25,3,1,28,17,27,57,0,2
2.61,40.76496124,-73.98843384,1,40.7386055,-73.99770355,0,1,11,22,58,21,0,1,11,23,7,47,0,2
2.6,40.770298,-73.96779633,2,40.73774338,-73.98802185,1,1,12,21,10,21,1,1,12,21,23,22,0,1
4.9,40.66852188,-73.98841095,4,40.7296257,-73.98703766,5,1,16,2,33,51,5,1,16,2,57,30,0,1
5.14,40.75629044,-73.96439362,1,40.70550156,-74.00656128,4,1,1,1,58,39,4,1,1,2,8,20,0,2
1.6,40.76209259,-73.96617889,1,40.74381638,-73.97664642,6,1,17,17,10,38,6,1,17,17,19,12,0,1
0.9,40.78304672,-73.9803772,2,40.78976822,-73.97557831,5,1,9,20,47,6,5,1,9,20,52,9,0,1
2.08,40.75925827,-73.97654724,1,40.74531937,-73.99823761,4,1,1,4,32,41,4,1,1,4,42,21,0,2
4.42,40.81064987,-73.95852661,2,40.77154922,-73.99046326,2,1,27,13,11,34,2,1,27,13,22,38,0,2
3.3,40.7081871,-74.01676941,2,40.73577118,-73.99744415,2,1,20,15,44,7,2,1,20,16,4,12,0,1
0.9,40.74286652,-73.98023987,1,40.7334938,-73.97802734,6,1,17,7,34,45,6,1,17,7,39,32,0,1
2.15,40.75928879,-74.00349426,2,40.75720215,-73.97406006,0,1,11,10,49,58,0,1,11,11,14,2,0,2
1.69,40.76065826,-73.96729279,2,40.74697876,-73.98539734,5,1,16,23,43,54,5,1,16,23,53,7,0,2
2,40.7505722,-73.99105835,1,40.75717163,-73.9697113,4,1,29,13,44,15,4,1,29,14,7,37,0,1
0.48,40.76158905,-73.96219635,1,40.75531006,-73.96510315,0,1,4,9,22,38,0,1,4,9,26,22,0,2
1.4,40.74955368,-73.99208069,1,40.73662949,-73.97905731,5,1,16,14,27,43,5,1,16,14,39,45,0,1
1,40.7568512,-73.97647858,1,40.75590134,-73.98860931,2,1,6,6,44,53,2,1,6,6,53,5,0,1
2,40.7593956,-73.97263336,1,40.73464203,-73.99001312,3,1,28,10,0,12,3,1,28,10,16,43,0,1
0.9,40.76072693,-73.97737122,1,40.75020981,-73.97488403,2,1,20,12,15,59,2,1,20,12,38,45,0,1
2.36,40.77049637,-73.99118042,1,40.74565887,-74.00831604,5,1,9,12,2,49,5,1,9,12,14,7,0,2
0.92,40.73944092,-73.99569702,1,40.74219131,-73.9849472,3,1,14,20,40,51,3,1,14,20,51,2,0,2
15.5,40.71856689,-74.00408936,1,40.76907349,-73.86277008,2,1,27,18,44,45,2,1,27,19,21,47,0,1
10,40.72613907,-73.98551178,1,40.77403641,-73.87446594,3,1,21,22,3,12,3,1,21,22,22,14,0,1
0.9,40.75756836,-73.97618866,1,40.75965118,-73.9821701,1,1,12,21,32,12,1,1,12,21,40,35,0,1
1.7,40.75727463,-73.96633911,1,40.753685,-73.98930359,5,1,2,15,52,43,5,1,2,16,4,8,0,1
1.8,40.73500824,-74.00321198,1,40.75609207,-73.98720551,3,1,14,20,31,19,3,1,14,20,43,55,0,1
1.4,40.77080154,-73.98829651,1,40.75646973,-73.98646545,4,1,22,14,58,33,4,1,22,15,8,25,0,1
1.08,40.75886154,-73.99580383,1,40.75010681,-73.99158478,2,1,20,23,21,26,2,1,20,23,27,5,0,2
5.45,40.80683517,-73.9420166,2,40.74998093,-73.99169922,2,1,6,0,30,26,2,1,6,0,46,5,0,2
0.6,40.76202774,-73.99002838,2,40.76988983,-73.98423767,0,1,25,21,40,9,0,1,25,21,43,56,0,1
2.1,40.7685585,-73.96749115,1,40.7663765,-73.95368958,5,1,9,22,4,33,5,1,9,22,15,9,0,1
3.7,40.73854828,-73.93008423,1,40.76651764,-73.95388031,1,1,19,23,24,22,1,1,19,23,36,39,0,1
0.8,40.76211166,-73.98500824,1,40.76826096,-73.98908997,0,1,25,0,0,2,0,1,25,0,5,40,0,1
1.34,40.75579834,-73.9770813,1,40.74443054,-73.99185181,0,1,4,9,26,0,0,1,4,9,36,38,0,2
0.62,40.7840271,-73.95014954,1,40.77688217,-73.95533752,4,1,29,19,52,18,4,1,29,19,54,24,0,2
2.42,40.74209213,-74.00467682,1,40.7703743,-73.98233795,2,1,6,22,56,5,2,1,6,23,3,54,0,2
1.2,40.75652313,-73.99767303,2,40.74375916,-74.00332642,0,1,4,20,16,46,0,1,4,20,22,6,0,1
17.63,40.64374924,-73.78364563,3,40.72509003,-73.98122406,3,1,28,5,51,53,3,1,28,6,27,49,0,2
0.78,40.7569313,-73.98988342,3,40.76147842,-73.9879303,1,1,12,9,11,23,1,1,12,9,18,52,0,2
0.97,40.76453018,-73.99578857,2,40.7577858,-74.00066376,1,1,12,19,18,38,1,1,12,19,24,40,0,2
3.7,40.7195282,-74.00009918,1,40.76534653,-73.97518921,0,1,18,7,47,39,0,1,18,8,0,55,0,1
1.5,40.75485992,-73.99117279,1,40.76337051,-73.97344971,0,1,18,20,47,42,0,1,18,20,53,34,0,1
1.06,40.77194977,-73.96174622,1,40.78335571,-73.95859528,6,1,3,9,58,49,6,1,3,10,3,12,0,2
0.6,40.75818634,-73.98506165,3,40.76449203,-73.98680878,5,1,2,2,35,5,5,1,2,2,39,34,0,1
11.6,40.66610336,-73.99523163,1,40.78013611,-73.95017242,5,1,16,13,9,13,5,1,16,13,40,26,0,1
18.15,40.64448166,-73.78173828,1,40.77629089,-73.95982361,5,1,9,18,41,36,5,1,9,19,22,13,0,2
1.98,40.76152039,-73.98820496,4,40.74356079,-73.98599243,1,1,19,8,39,45,1,1,19,8,54,29,0,2
1.48,40.77143097,-73.96143341,1,40.75703049,-73.97605133,3,1,7,13,35,38,3,1,7,13,45,55,0,2
0.88,40.77927399,-73.95788574,1,40.76832581,-73.96567535,3,1,7,13,46,59,3,1,7,13,52,7,0,2
8.18,40.79549026,-73.96204376,3,40.77406311,-73.87471771,5,1,30,17,39,55,5,1,30,18,6,2,0,2
2.4,40.78958511,-73.97943878,2,40.76541519,-73.98092651,3,1,14,13,45,54,3,1,14,14,5,54,0,1
1.6,40.71266937,-74.01444244,2,40.73208618,-74.00374603,5,1,9,14,45,55,5,1,9,14,50,51,0,1
2.16,40.76792145,-73.95600128,5,40.74124908,-73.97528839,5,1,2,23,26,36,5,1,2,23,32,17,0,2
0.52,40.75159836,-73.97470093,1,40.74586105,-73.97820282,3,1,28,6,35,47,3,1,28,6,38,12,0,2
2.55,40.75402832,-73.99241638,1,40.73144913,-73.98290253,5,1,23,5,39,39,5,1,23,5,56,13,0,2
0.66,40.75344849,-73.97238922,1,40.75580978,-73.98280334,5,1,9,18,22,18,5,1,9,18,28,26,0,2
1.53,40.73391724,-73.98098755,1,40.74718857,-73.99347687,4,1,8,23,20,19,4,1,8,23,28,25,0,2
0.84,40.73565674,-73.99212646,6,40.74189377,-74.004776,5,1,30,16,6,12,5,1,30,16,17,27,0,2
0.78,40.7396431,-73.98766327,2,40.74911499,-73.98428345,3,1,7,14,33,17,3,1,7,14,38,5,0,2
11.87,40.71559906,-74.00933838,1,40.7736702,-73.87104034,1,1,5,21,55,3,1,1,5,22,16,16,0,2
2.7,40.71692276,-73.95444489,2,40.72240829,-73.98715973,5,1,9,1,15,34,5,1,9,1,26,59,0,1
2.6,40.81227112,-73.95690155,1,40.78070831,-73.98126984,0,1,25,18,17,53,0,1,25,18,30,9,0,1
1.5,40.72666168,-73.98657227,1,40.74227524,-73.98931122,2,1,20,21,16,22,2,1,20,21,24,55,0,1
1.03,40.7435112,-74.00187683,1,40.7358284,-73.98722839,1,1,19,19,58,17,1,1,19,20,5,45,0,2
0.9,40.72356415,-73.99869537,1,40.73448563,-73.98937225,5,1,16,14,47,14,5,1,16,14,58,59,0,1
1.4,40.7412529,-73.99401855,1,40.72900391,-73.98140717,4,1,29,20,4,39,4,1,29,20,21,8,0,2
1.69,40.77299118,-73.96621704,1,40.752491,-73.97801208,6,1,17,11,11,27,6,1,17,11,17,17,0,2
0.6,40.78144073,-73.95227051,1,40.77329254,-73.95817566,4,1,15,13,58,37,4,1,15,14,2,38,0,1
1.2,40.7695694,-73.96460724,1,40.75677872,-73.96691895,4,1,29,20,38,58,4,1,29,20,46,2,0,1
0.95,40.71770477,-74.01409149,1,40.70774841,-74.01298523,6,1,17,12,22,31,6,1,17,12,27,12,0,2
1.16,40.75917435,-73.97239685,5,40.76955795,-73.96069336,1,1,12,11,1,12,1,1,12,11,12,33,0,2
0.86,40.7580986,-73.97531128,1,40.74853134,-73.97859192,4,1,29,0,22,57,4,1,29,0,27,58,0,2
3.05,40.72823334,-73.98660278,6,40.75930786,-73.99562836,5,1,9,19,18,34,5,1,9,19,41,54,0,2
3.4,40.75659943,-73.97429657,1,40.79227066,-73.97360229,6,1,17,8,37,38,6,1,17,8,49,49,0,1
2.57,40.75558853,-73.97928619,1,40.76998138,-73.95156097,2,1,20,8,7,18,2,1,20,8,34,12,0,2
1.83,40.766819,-73.95733643,5,40.76823044,-73.98233032,2,1,6,16,43,15,2,1,6,16,56,16,0,2
2.02,40.73501968,-73.98168945,1,40.73178101,-74.00653839,0,1,4,16,32,58,0,1,4,16,43,18,0,2
2.08,40.77917099,-73.98060608,1,40.78197861,-73.95384216,5,1,9,14,58,34,5,1,9,15,10,38,0,2
5.2,40.6685791,-73.98020172,1,40.72914124,-73.99568939,4,1,8,11,50,52,4,1,8,12,30,21,0,1
2.58,40.76028061,-73.98277283,2,40.77938843,-73.95445251,1,1,12,6,43,57,1,1,12,6,55,18,0,2
0.8,40.757164,-73.98986053,1,40.74764633,-73.99681854,1,1,26,17,23,17,1,1,26,17,36,59,0,1
0.8,40.75650406,-73.9642334,1,40.76453781,-73.96614075,3,1,14,18,22,42,3,1,14,18,27,5,0,1
1.67,40.74988174,-73.97246552,2,40.75954819,-73.98787689,1,1,5,20,56,28,1,1,5,21,6,20,0,2
3.02,40.75798798,-73.97384644,3,40.77710342,-73.94617462,1,1,26,8,53,42,1,1,26,9,32,42,0,2
2.47,40.78207397,-73.95795441,6,40.75066376,-73.98100281,3,1,21,20,14,14,3,1,21,20,29,13,0,2
0.81,40.71673584,-74.00434113,1,40.72508621,-74.00296783,2,1,13,11,39,26,2,1,13,11,50,53,0,2
3.8,40.78297424,-73.95189667,1,40.74868774,-73.99242401,6,1,3,12,8,49,6,1,3,12,26,30,0,1
0.7,40.75115585,-73.99065399,1,40.75938416,-73.99210358,1,1,12,15,21,25,1,1,12,15,29,50,0,1
2.34,40.76309967,-73.96748352,2,40.78753662,-73.96775055,2,1,27,9,8,20,2,1,27,9,31,49,0,2
5.7,40.72819519,-73.98484039,3,40.74347687,-73.92153931,2,1,20,7,32,30,2,1,20,8,4,29,0,1
1.7,40.77668762,-73.94956207,1,40.75580215,-73.96487427,5,1,2,10,42,22,5,1,2,10,47,11,0,1
2.1,40.77553177,-73.95629883,1,40.76085281,-73.97976685,1,1,5,21,14,16,1,1,5,21,24,20,0,1
1.9,40.71713257,-73.99835205,1,40.69274139,-73.9827652,1,1,12,10,12,50,1,1,12,10,18,29,0,1
1.64,40.74884796,-73.99210358,1,40.76491165,-73.99156952,6,1,3,10,5,5,6,1,3,10,12,14,0,2
0.66,40.77312851,-73.96234894,2,40.77993011,-73.95756531,1,1,12,15,48,36,1,1,12,15,57,16,0,2
0.72,40.74907303,-73.9887085,1,40.74230576,-73.98053741,6,1,17,4,40,40,6,1,17,4,44,58,0,2
1.8,40.75255203,-73.9779892,1,40.73829269,-73.99290466,1,1,19,15,28,39,1,1,19,15,44,45,0,1
0.6,40.75730133,-73.97536469,1,40.75440598,-73.96595001,3,1,14,14,12,38,3,1,14,14,18,26,0,1
12.1,40.64418411,-73.7824707,1,40.67393112,-73.97420502,2,1,27,19,5,39,2,1,27,19,44,22,0,1
2,40.74824905,-74.00502014,2,40.73111343,-73.98867798,5,1,2,1,27,13,5,1,2,1,37,19,0,1
2.6,40.78569031,-73.97809601,1,40.76182175,-73.96022034,4,1,22,7,57,24,4,1,22,8,14,42,0,1
0.4,40.72336197,-73.9794693,1,40.72509384,-73.98688507,6,1,10,0,14,1,6,1,10,0,18,9,0,1
1.66,40.73815155,-73.98757935,1,40.71752167,-73.99526978,5,1,16,20,48,33,5,1,16,21,3,24,0,2
1.18,40.79789734,-73.96947479,1,40.78369904,-73.97799683,5,1,2,1,14,1,5,1,2,1,17,34,0,2
2,40.75490189,-74.00144196,1,40.75225067,-73.97510529,4,1,15,7,13,30,4,1,15,7,25,18,0,1
0.73,40.76723099,-73.9667511,1,40.776577,-73.95992279,1,1,26,19,8,19,1,1,26,19,18,27,0,2
8.52,40.78153992,-73.96029663,5,40.77410889,-73.87299347,6,1,10,13,40,56,6,1,10,13,58,23,0,2
1.2,40.78514862,-73.96891022,1,40.77499771,-73.95676422,1,1,26,22,23,32,1,1,26,22,30,28,0,1
1.6,40.7808609,-73.95806122,1,40.77178574,-73.95913696,1,1,5,15,28,0,1,1,5,15,41,11,0,1
1.91,40.75862122,-73.9887619,1,40.76277161,-73.96546936,0,1,11,12,8,32,0,1,11,12,23,7,0,2
1.8,40.77646637,-73.95262146,1,40.76441574,-73.97290802,0,1,11,0,5,40,0,1,11,0,12,54,0,1
6.4,40.67432022,-73.97910309,1,40.72561264,-73.98397827,2,1,20,21,55,10,2,1,20,22,16,6,0,1
3.04,40.73191833,-74.00514984,1,40.76031113,-73.97202301,2,1,20,19,2,7,2,1,20,19,22,50,0,2
1.34,40.74059677,-73.97904205,1,40.75718689,-73.96713257,2,1,20,22,29,33,2,1,20,22,35,24,0,2
0.95,40.76554871,-73.98745728,2,40.77709961,-73.97914124,5,1,9,14,29,51,5,1,9,14,33,32,0,2
4.99,40.72939301,-74.00157928,1,40.78821945,-73.9784317,1,1,12,12,30,52,1,1,12,12,55,47,0,2
3.7,40.76145554,-73.99066925,1,40.72232437,-73.98869324,4,1,15,1,12,36,4,1,15,1,27,42,0,1
0.8,40.80550385,-73.96566772,1,40.79438782,-73.97186279,5,1,9,3,1,16,5,1,9,3,4,7,0,1
1.2,40.75666046,-73.96714783,1,40.77260208,-73.95562744,4,1,1,3,23,38,4,1,1,3,28,39,0,1
5.1,40.77059937,-73.95344543,1,40.71896744,-73.98896027,3,1,7,20,6,36,3,1,7,20,19,36,0,1
1.21,40.71461868,-74.00999451,1,40.7302742,-74.00419617,1,1,5,20,38,8,1,1,5,20,41,31,0,2
